host_total_listings_count,neighbourhood_cleansed,property_type,room_type,accommodates,bedrooms,beds,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,longitude,latitude,price,host_is_superhost,instant_bookable
12,Frogner,Private room in rental unit,Private room,2,1,1,1,295,4.67,4.8,4.89,4.79,4.84,4.93,4.68,10.72181,59.90734,1471.00,true,false
1,St. Hanshaugen,Private room in rental unit,Private room,2,1,1,1,27,4.92,4.96,4.96,4.88,5,4.92,4.96,10.7397,59.92401,593.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,6,3,2,7,4,5,5,5,5,5,5,5,10.75215,59.92877,2000.00,false,true
1,Gamle Oslo,Private room in rental unit,Private room,1,1,1,1,370,4.82,4.91,4.78,4.93,4.92,4.79,4.85,10.78973,59.91607,283.00,true,true
1,Gamle Oslo,Entire rental unit,Entire home/apt,4,1,1,4,32,4.72,4.94,4.88,4.94,5,4.78,4.88,10.76119,59.91365,1250.00,false,false
1,Grünerløkka,Entire loft,Entire home/apt,4,2,2,7,2,5,5,5,5,5,5,5,10.75609,59.92227,1200.00,false,false
8,Frogner,Entire rental unit,Entire home/apt,1,1,1,1,53,4.45,4.83,4.79,4.7,4.7,4.87,4.57,10.7051,59.9179,850.00,false,false
8,Frogner,Entire rental unit,Entire home/apt,2,1,1,1,132,4.55,4.73,4.79,4.6,4.6,4.83,4.56,10.70624,59.9182,960.00,false,false
2,Nordre Aker,Entire rental unit,Entire home/apt,4,3,3,3,12,4.45,4.64,4.27,4.91,5,5,4.73,10.73236,59.94537,779.00,true,false
2,St. Hanshaugen,Entire rental unit,Entire home/apt,4,2,2,4,22,5,5,4.73,5,5,4.86,4.86,10.75376,59.91634,1207.00,true,false
2,Nordstrand,Entire rental unit,Entire home/apt,5,2,2,2,28,4.65,4.73,4.81,4.77,4.81,4.69,4.73,10.807,59.87548,914.00,false,false
1,Vestre Aker,Entire villa,Entire home/apt,8,4,9,5,3,5,5,4.67,5,5,4.5,5,10.6628,59.95238,2000.00,false,false
2,Frogner,Entire rental unit,Entire home/apt,2,1,1,5,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.73268,59.92152,995.00,true,false
1,Nordre Aker,Private room in rental unit,Private room,1,1,1,30,54,4.87,4.89,4.85,4.92,4.92,4.81,4.87,10.73921,59.94427,415.00,true,false
3,Frogner,Entire rental unit,Entire home/apt,7,2,5,1,343,4.56,4.74,4.53,4.89,4.88,4.83,4.68,10.71163,59.93368,980.00,false,false
2,Østensjø,Entire condominium (condo),Entire home/apt,2,1,2,2,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.8392,59.89374,800.00,false,false
2,St. Hanshaugen,Private room in rental unit,Private room,2,1,1,2,4,4,5,4,5,5,5,4,10.73349,59.93,531.00,false,false
1,Nordre Aker,Entire rental unit,Entire home/apt,3,1,3,5,14,4.82,4.82,4.73,4.91,4.82,4.91,4.91,10.79011,59.94794,550.00,false,true
1,Frogner,Entire rental unit,Entire home/apt,6,2,3,2,245,4.84,4.91,4.95,4.88,4.96,4.93,4.83,10.72395,59.91215,1307.00,false,false
2,Frogner,Private room in condominium (condo),Private room,3,1,2,1,108,4.57,4.63,4.5,4.74,4.73,4.91,4.56,10.72656,59.92455,708.00,false,false
1,Ullern,Entire rental unit,Entire home/apt,2,1,1,1,17,4.71,4.76,4.65,5,4.88,4.88,4.76,10.64458,59.91817,520.00,false,true
5,Gamle Oslo,Private room in rental unit,Private room,2,1,2,1,8,4.88,5,4.75,5,4.88,4.88,4.88,10.76341,59.90964,517.00,false,false
1,Østensjø,Private room in townhouse,Private room,4,1,2,2,121,4.95,4.98,4.98,4.99,5,4.79,4.91,10.83213,59.90857,600.00,true,false
0,Frogner,Entire rental unit,Entire home/apt,5,3,3,2,38,4.81,4.92,4.95,4.92,4.95,4.95,4.89,10.72282,59.92661,2000.00,false,false
2,Frogner,Entire rental unit,Entire home/apt,2,1,1,20,127,4.96,4.95,4.96,4.98,4.98,4.94,4.97,10.71363,59.92365,790.00,true,false
4,Frogner,Entire rental unit,Entire home/apt,4,1,1,2,32,4.94,4.97,4.78,4.84,4.88,4.91,4.88,10.72753,59.9226,1090.00,true,false
1,Frogner,Entire rental unit,Entire home/apt,7,3,6,2,22,4.81,4.91,4.68,4.91,5,5,4.86,10.71239,59.9179,1990.00,false,false
1,St. Hanshaugen,Entire residential home,Entire home/apt,5,2,4,5,31,4.87,4.87,4.74,5,5,4.97,4.87,10.74971,59.92139,1395.00,false,false
1,Bjerke,Entire townhouse,Entire home/apt,8,3,4,2,9,4.88,4.63,4.88,4.86,4.86,4.43,4.86,10.84882,59.94297,1329.00,false,false
2,Frogner,Entire rental unit,Entire home/apt,5,1,4,1,190,4.54,4.8,4.39,4.8,4.94,4.95,4.62,10.72294,59.91255,835.00,false,false
2,Frogner,Private room in condominium (condo),Private room,3,1,2,1,125,4.52,4.68,4.46,4.74,4.78,4.93,4.58,10.7257,59.92266,587.00,false,false
1,Nordstrand,Entire townhouse,Entire home/apt,5,3,3,2,7,4.86,4.86,4.71,4.86,4.71,4.71,4.57,10.79644,59.89459,1750.00,false,false
1,Nordre Aker,Entire rental unit,Entire home/apt,4,2,2,2,3,4,3.5,4.5,3.5,5,4,3.5,10.75954,59.9564,993.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,4,2,2,1,13,4.92,4.92,4.69,4.85,4.92,5,4.77,10.72484,59.92092,1200.00,false,false
1,Vestre Aker,Entire rental unit,Entire home/apt,4,3,3,2,31,4.97,4.97,5,5,5,5,5,10.66249,59.95522,1100.00,false,false
1,Grünerløkka,Private room in condominium (condo),Private room,2,1,1,4,59,4.96,5,4.7,4.98,4.98,4.85,4.93,10.76645,59.92158,404.00,false,false
1,Vestre Aker,Entire rental unit,Entire home/apt,2,1,1,1,239,4.73,4.9,4.92,4.94,4.82,4.73,4.73,10.68819,59.94998,550.00,true,false
2,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,1,10,4.78,4.78,4.67,4.78,5,4.78,4.67,10.74576,59.92931,1000.00,false,false
1,Gamle Oslo,Private room in rental unit,Private room,1,1,1,2,29,4.86,4.86,4.93,4.89,4.96,4.81,4.86,10.78972,59.90081,350.00,false,false
0,Nordre Aker,Entire rental unit,Entire home/apt,7,3,5,3,2,5,5,5,5,5,5,5,10.73236,59.94319,1261.00,false,false
7,Frogner,Private room in rental unit,Private room,4,1,2,2,260,4.86,4.92,4.92,4.94,4.94,4.91,4.78,10.726,59.91394,935.00,true,true
4,Sentrum,Private room in rental unit,Private room,2,1,1,1,337,4.91,4.94,4.93,4.95,4.99,4.93,4.86,10.73045,59.91931,850.00,true,false
1,Søndre Nordstrand,Private room in rental unit,Private room,2,1,1,1,141,4.8,4.88,4.95,4.9,4.9,4.54,4.81,10.80024,59.8246,253.00,true,true
2,Gamle Oslo,Entire rental unit,Entire home/apt,2,1,1,2,14,4.36,4.21,4.07,4.64,4.71,4.43,4.43,10.77611,59.91352,546.00,false,false
7,Frogner,Private room in rental unit,Private room,4,1,2,2,326,4.75,4.89,4.87,4.9,4.92,4.89,4.73,10.72677,59.91519,875.00,true,true
7,Frogner,Private room in rental unit,Private room,4,1,2,2,237,4.84,4.92,4.89,4.91,4.93,4.94,4.74,10.7246,59.91526,825.00,true,true
7,Frogner,Private room in rental unit,Private room,2,1,1,3,117,4.76,4.91,4.86,4.95,4.92,4.91,4.73,10.72585,59.91358,525.00,true,true
7,Frogner,Private room in rental unit,Private room,2,1,1,3,203,4.77,4.92,4.9,4.93,4.91,4.91,4.76,10.72486,59.91387,527.00,true,true
7,Frogner,Private room in rental unit,Private room,2,1,1,3,293,4.8,4.93,4.89,4.93,4.94,4.92,4.78,10.72449,59.91361,531.00,true,true
7,Frogner,Private room in rental unit,Private room,2,1,1,3,140,4.75,4.94,4.87,4.97,4.96,4.93,4.74,10.72472,59.9136,530.00,true,true
1,Sagene,Entire loft,Entire home/apt,2,1,1,3,94,4.85,4.95,4.51,4.99,4.98,4.85,4.92,10.77364,59.935,638.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,3,2,2,5,4,5,5,5,5,5,5,5,10.74536,59.92426,1400.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,1,2,2,21,4.86,5,4.86,5,5,4.95,4.74,10.76354,59.91934,1279.00,false,false
2,Gamle Oslo,Entire rental unit,Entire home/apt,3,1,2,3,31,4.97,5,4.84,4.94,4.97,5,4.94,10.76156,59.90588,998.00,false,false
1,Gamle Oslo,Private room in rental unit,Private room,2,1,1,2,20,5,5,5,4.95,5,5,4.95,10.75274,59.90189,590.00,false,true
2,St. Hanshaugen,Entire rental unit,Entire home/apt,4,2,2,1,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.73581,59.92997,1504.00,false,false
1,Grünerløkka,Private room in rental unit,Private room,2,1,1,1,145,4.99,4.97,4.99,4.94,4.98,4.91,4.91,10.7649,59.92383,490.00,true,false
1,Sagene,Entire rental unit,Entire home/apt,2,1,2,2,113,4.96,4.99,4.96,4.91,5,4.93,4.86,10.75508,59.92898,960.00,true,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,1,2,2,4,5,5,5,5,5,5,4.75,10.75866,59.92516,1700.00,false,false
1,Gamle Oslo,Private room in rental unit,Private room,2,1,1,3,31,4.83,4.87,5,4.8,4.93,4.77,4.77,10.77433,59.90581,531.00,false,false
2,Bjerke,Entire rental unit,Entire home/apt,7,3,7,5,23,4.52,4.84,4.57,4.84,4.89,4.84,4.74,10.82827,59.95039,2000.00,true,false
1,Gamle Oslo,Private room in condominium (condo),Private room,2,1,3,1,3,5,5,5,5,5,5,5,10.76653,59.91087,2100.00,false,true
4,Sentrum,Private room in rental unit,Private room,2,1,1,1,288,4.9,4.92,4.92,4.96,4.95,4.89,4.81,10.73012,59.91992,850.00,true,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,2,1,1,3,11,5,5,5,5,5,4.73,4.64,10.78211,59.91701,850.00,false,false
1,Grünerløkka,Private room in rental unit,Private room,1,1,1,2,1,5,5,5,5,5,5,5,10.75751,59.92455,1000.00,false,false
1,Grünerløkka,Entire loft,Entire home/apt,5,1,3,3,41,4.85,4.95,4.75,4.95,4.97,4.89,4.82,10.7671,59.92018,700.00,true,false
5,Gamle Oslo,Private room in rental unit,Private room,2,1,2,1,25,4.83,5,4.92,4.96,5,4.96,4.77,10.76137,59.91022,450.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,2,1,1,2,27,4.74,4.81,4.67,4.85,4.96,4.96,4.81,10.71986,59.9282,391.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,3,16,5,5,4.79,4.79,4.86,4.93,4.93,10.76435,59.91854,790.00,false,false
1,Sagene,Private room in rental unit,Private room,2,1,1,1,12,4.67,4.92,4.83,5,5,4.75,4.67,10.75277,59.93023,325.00,false,false
1,Nordstrand,Entire guesthouse,Entire home/apt,2,1,2,4,16,5,4.94,4.94,5,5,4.94,4.81,10.77836,59.84591,834.00,true,false
3,Gamle Oslo,Entire rental unit,Entire home/apt,2,1,1,1,318,4.95,4.97,4.97,4.97,4.99,4.91,4.89,10.75608,59.90322,808.00,false,false
1,Sentrum,Entire rental unit,Entire home/apt,4,1,1,2,7,4.57,4.86,4.57,4.43,5,4.86,4.86,10.74401,59.90982,800.00,false,true
1,Frogner,Entire rental unit,Entire home/apt,2,1,1,3,27,4.92,5,5,5,5,4.96,4.88,10.73231,59.92382,900.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,2,1,1,2,10,4.9,4.9,5,5,5,5,4.8,10.76031,59.93002,800.00,false,false
3,Grünerløkka,Entire rental unit,Entire home/apt,5,2,2,2,95,4.76,4.82,4.39,4.85,4.83,4.73,4.67,10.76813,59.92709,1400.00,true,false
1,Gamle Oslo,Private room in rental unit,Private room,2,1,1,2,385,4.88,4.92,4.93,4.87,4.92,4.8,4.85,10.76283,59.91485,697.00,true,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,3,1,2,3,37,4.89,4.92,4.94,4.92,5,4.81,4.86,10.73894,59.92327,1392.00,false,false
3,Grünerløkka,Private room in rental unit,Private room,2,1,1,2,18,4.72,4.78,4.78,4.65,4.59,4.71,4.47,10.7697,59.92707,1000.00,true,false
1,Ullern,Entire rental unit,Entire home/apt,4,2,2,3,92,4.79,4.87,4.75,4.6,4.85,4.91,4.85,10.68169,59.91997,893.00,true,true
2,Frogner,Entire rental unit,Entire home/apt,5,2,4,2,32,4.97,5,4.84,4.94,4.97,4.97,4.97,10.72263,59.93046,1417.00,true,false
1,Sentrum,Entire rental unit,Entire home/apt,2,1,1,1,310,4.93,4.92,4.97,4.92,4.97,4.99,4.89,10.74514,59.91194,950.00,true,false
1,Nordstrand,Entire guesthouse,Entire home/apt,3,1,2,3,226,4.82,4.89,4.79,4.9,4.95,4.87,4.88,10.75777,59.86449,550.00,true,false
3,Grünerløkka,Private room in rental unit,Private room,2,1,1,1,276,4.67,4.83,4.79,4.83,4.83,4.72,4.74,10.76786,59.92529,564.00,true,false
1,Sagene,Entire rental unit,Entire home/apt,2,1,1,4,14,4.92,5,5,4.46,4.92,4.85,4.85,10.755,59.93859,593.00,false,false
1,Nordre Aker,Entire rental unit,Entire home/apt,2,1,1,2,284,4.77,4.9,4.82,4.94,4.89,4.71,4.78,10.76774,59.95456,599.00,true,true
1,Vestre Aker,Entire rental unit,Entire home/apt,2,2,4,4,37,4.95,4.97,4.95,5,5,4.81,4.81,10.64849,59.97071,825.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,4,2,2,3,9,4.89,5,4.78,5,4.89,5,4.78,10.73523,59.93452,1700.00,false,false
8,Grünerløkka,Entire rental unit,Entire home/apt,4,2,3,3,39,4.62,4.62,4.67,4.68,4.79,4.95,4.68,10.75857,59.92099,1809.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,2,1,1,5,31,4.97,5,4.97,5,4.97,4.79,4.97,10.78118,59.91347,1000.00,false,false
2,Alna,Entire rental unit,Entire home/apt,2,1,2,5,16,4.44,4.44,5,4.75,4.75,4.31,4.38,10.84382,59.91703,700.00,false,false
1,Sagene,Private room in condominium (condo),Private room,4,1,2,1,4,5,5,5,5,5,4.75,5,10.77049,59.94165,600.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,4,2,2,2,138,4.73,4.85,4.82,4.85,4.89,4.9,4.72,10.72072,59.91187,1704.00,false,false
1,Sagene,Entire condominium (condo),Entire home/apt,4,2,2,3,17,5,5,4.93,5,5,5,5,10.75119,59.93605,520.00,true,true
2,Nordre Aker,Entire rental unit,Entire home/apt,2,1,1,2,84,4.9,4.94,4.82,4.93,4.95,4.81,4.83,10.7961,59.96592,822.00,true,false
1,Frogner,Entire rental unit,Entire home/apt,2,1,1,1,15,4.86,4.93,4.64,5,4.93,5,4.86,10.70746,59.91596,800.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,1,1,3,105,4.83,4.85,4.8,4.68,4.88,4.76,4.77,10.77088,59.92718,1250.00,true,true
1,Sagene,Private room in rental unit,Private room,1,1,1,2,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.77821,59.93974,395.00,false,false
0,Søndre Nordstrand,Entire rental unit,Entire home/apt,6,3,6,3,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.79029,59.8388,1500.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,4,2,2,1,1,5,5,5,5,5,5,4,10.73923,59.92184,1600.00,false,false
1,Frogner,Private room in rental unit,Private room,1,1,1,1,21,4.95,4.95,4.9,4.95,4.95,4.9,4.95,10.71549,59.91208,350.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,1,44,4.89,5,4.98,5,5,4.91,4.89,10.74163,59.92292,900.00,true,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,4,1,2,2,70,4.75,4.79,4.72,4.84,4.96,4.64,4.78,10.78871,59.91079,800.00,false,false
2,St. Hanshaugen,Private room in rental unit,Private room,2,1,1,1,270,4.67,4.78,4.49,4.82,4.85,4.88,4.65,10.74095,59.92087,500.00,false,false
1,Nordre Aker,Private room in residential home,Private room,1,1,1,1,4,5,5,5,5,5,4.67,4.67,10.73656,59.94822,230.00,false,false
1,Gamle Oslo,Private room in rental unit,Private room,4,2,4,1,9,4.89,5,4.89,4.89,5,4.78,4.89,10.79193,59.91333,1200.00,false,false
1,Grünerløkka,Private room in rental unit,Private room,2,1,1,2,75,4.64,4.83,4.7,4.79,4.93,4.91,4.9,10.76475,59.92243,1000.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,2,1,1,4,16,5,4.94,4.94,5,5,4.88,4.81,10.71678,59.92938,1056.00,false,false
2,Grünerløkka,Entire loft,Entire home/apt,3,1,1,2,4,5,5,4.5,5,5,5,5,10.75664,59.92648,1586.00,false,false
1,Grünerløkka,Private room in rental unit,Private room,1,1,2,1,46,4.98,4.96,4.91,4.98,4.93,4.98,4.91,10.7623,59.9201,490.00,false,false
2,Gamle Oslo,Entire rental unit,Entire home/apt,7,3,3,1,124,4.49,4.44,4.59,4.73,4.88,4.72,4.43,10.76099,59.91617,1557.00,false,false
1,Nordstrand,Entire rental unit,Entire home/apt,6,2,2,30,71,4.8,4.77,4.73,4.94,4.86,4.83,4.68,10.76,59.86719,1500.00,false,false
1,Østensjø,Entire residential home,Entire home/apt,5,4,4,3,51,4.9,4.88,4.88,4.96,4.98,4.8,4.88,10.80797,59.90348,1204.00,true,true
2,Vestre Aker,Entire rental unit,Entire home/apt,4,2,2,2,3,4.67,5,5,5,5,5,4.67,10.65282,59.95331,1450.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,6,7,4.86,5,4.57,5,5,5,5,10.75233,59.9258,1000.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,2,1,1,2,37,4.95,4.95,4.97,4.84,4.97,4.81,4.92,10.77409,59.91175,750.00,true,false
1,Vestre Aker,Entire guest suite,Entire home/apt,2,1,1,2,20,4.75,4.85,4.9,4.95,4.95,4.75,4.65,10.68382,59.95109,750.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,5,20,4.95,5,5,4.95,4.95,4.79,4.84,10.77389,59.92295,1021.00,false,false
1,Ullern,Entire rental unit,Entire home/apt,3,2,2,5,3,4.67,5,5,5,5,5,4.67,10.67868,59.92819,1300.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,2,1,1,2,24,5,4.95,4.95,5,5,4.91,4.86,10.77063,59.94338,700.00,false,false
1,Frogner,Private room in rental unit,Private room,2,1,2,1,24,4.7,4.78,4.83,4.95,4.77,4.64,4.64,10.71044,59.91623,800.00,false,false
20,Gamle Oslo,Entire rental unit,Entire home/apt,4,1,2,2,55,4.85,4.87,4.93,4.83,4.85,4.83,4.67,10.76089,59.90927,1900.00,false,false
20,Gamle Oslo,Entire rental unit,Entire home/apt,4,1,2,2,45,4.93,4.89,4.93,4.91,4.96,4.91,4.82,10.75674,59.90399,1850.00,false,false
7,Nordre Aker,Private room in rental unit,Private room,2,1,1,1,120,4.82,4.88,4.9,4.91,4.86,4.65,4.77,10.76872,59.95321,385.00,false,false
1,Stovner,Entire residential home,Entire home/apt,4,2,3,2,8,4.75,5,5,5,5,4.75,5,10.92018,59.94412,660.00,false,false
2,Gamle Oslo,Entire condominium (condo),Entire home/apt,4,1,2,2,45,4.89,4.89,4.89,4.87,4.98,4.8,4.76,10.76186,59.91407,1221.00,false,true
1,Sagene,Entire rental unit,Entire home/apt,2,1,1,1,13,4.27,4.82,4.45,4.73,4.91,4.55,4.45,10.75978,59.93397,550.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,4,3,3,4,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.7404,59.92413,2100.00,false,false
3,Gamle Oslo,Entire rental unit,Entire home/apt,2,1,1,3,4,5,5,5,5,5,4.67,4.67,10.77537,59.90183,1400.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,8,2,2,2,134,4.7,4.77,4.38,4.78,4.76,4.77,4.71,10.76013,59.9157,1214.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,4,1,2,3,95,4.9,4.95,4.91,4.96,4.97,4.95,4.83,10.72249,59.91452,990.00,true,true
1,St. Hanshaugen,Entire rental unit,Entire home/apt,4,1,1,3,28,4.29,4.32,4.29,4.67,4.81,4.52,4.19,10.75439,59.91541,1650.00,false,false
1,Søndre Nordstrand,Private room in residential home,Private room,5,3,5,30,1,0,4.93,4.84,4.96,5,4.91,4.83,10.80947,59.83157,1643.00,false,false
3,Gamle Oslo,Entire rental unit,Entire home/apt,4,2,2,2,15,4.86,4.93,5,5,5,4.93,5,10.75222,59.90299,1200.00,true,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,1,128,4.58,4.73,4.53,4.89,4.93,4.81,4.53,10.75331,59.92686,890.00,false,false
1,Søndre Nordstrand,Private room in rental unit,Private room,6,1,2,1,66,4.78,4.75,4.92,4.86,4.76,4.59,4.8,10.83145,59.84902,1000.00,false,false
1,Grorud,Entire rental unit,Entire home/apt,4,2,2,4,1,5,5,5,5,5,5,4,10.87238,59.94822,864.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,3,2,2,2,50,4.87,4.94,4.91,4.85,4.89,4.98,4.94,10.76597,59.92073,1250.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,5,2,4,2,3,4.67,4.33,4,4.67,4.33,4.33,4,10.76845,59.9374,800.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,6,3,5,2,2,4.5,4.5,3,4.5,5,5,5,10.73378,59.94022,1800.00,false,false
1,Østensjø,Private room in rental unit,Private room,2,1,1,1,2,0,4.93,4.84,4.96,5,4.91,4.83,10.84515,59.9024,708.00,false,false
1,Frogner,Entire guesthouse,Entire home/apt,4,1,3,5,94,4.96,4.95,4.98,4.96,4.96,4.98,4.9,10.68973,59.9032,650.00,true,true
2,Vestre Aker,Entire townhouse,Entire home/apt,5,4,6,2,45,4.32,4.68,3.98,4.93,4.82,4.61,4.66,10.63404,59.9548,1000.00,false,false
0,Sentrum,Entire rental unit,Entire home/apt,2,1,1,4,4,5,5,4.5,4.75,5,5,4.5,10.746,59.91137,1400.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,4,2,3,5,123,4.82,4.87,4.64,4.83,4.92,4.85,4.76,10.72632,59.92408,944.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,3,1,1,2,14,5,5,4.86,5,5,4.92,4.92,10.70901,59.91796,924.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,2,1,2,4,60,4.92,4.93,4.88,4.98,4.98,4.95,4.79,10.70428,59.9223,590.00,false,false
1,Vestre Aker,Private room in townhouse,Private room,2,1,2,1,216,4.92,4.96,4.9,4.97,5,4.92,4.92,10.71637,59.93973,494.00,true,false
3,St. Hanshaugen,Entire rental unit,Entire home/apt,3,2,2,2,57,4.84,4.89,4.89,4.95,4.96,4.89,4.88,10.72341,59.93256,1300.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,3,1,2,3,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.76113,59.93449,750.00,false,false
1,Gamle Oslo,Entire townhouse,Entire home/apt,8,4,5,3,33,4.97,5,5,5,5,4.84,4.84,10.79313,59.91183,1595.00,true,false
2,Vestre Aker,Private room in residential home,Private room,2,1,2,3,13,4.46,4.46,4.15,4.77,4.54,4,4.5,10.63281,59.95492,1063.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,2,1,1,7,5,4.6,4.8,4.4,5,5,4.6,4.8,10.77294,59.90197,800.00,false,false
1,Alna,Entire rental unit,Entire home/apt,4,2,2,2,16,5,5,5,5,5,4.87,5,10.84152,59.91594,650.00,false,false
1,Gamle Oslo,Private room in rental unit,Private room,1,1,1,1,63,4.9,4.9,5,4.95,4.83,4.87,4.84,10.79128,59.90894,399.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,5,32,4.84,4.88,4.75,4.84,5,4.97,4.94,10.74089,59.91965,650.00,true,true
2,Gamle Oslo,Entire rental unit,Entire home/apt,5,2,2,4,5,4.75,5,4,5,5,4.75,5,10.76386,59.91438,1000.00,false,false
1,Nordstrand,Entire townhouse,Entire home/apt,4,2,2,3,26,4.8,4.88,5,4.91,4.83,4.78,4.7,10.78724,59.87899,2000.00,false,false
1,Gamle Oslo,Entire townhouse,Entire home/apt,5,3,2,2,21,4.95,5,4.8,5,4.95,4.9,4.95,10.76504,59.91827,1200.00,false,false
2,Grünerløkka,Entire condominium (condo),Entire home/apt,2,1,1,3,127,4.89,4.93,4.77,4.87,4.9,4.98,4.87,10.75662,59.92517,690.00,true,true
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,3,15,4.71,4.93,4.79,5,5,4.54,4.69,10.77416,59.92504,1000.00,false,false
1,Alna,Private room in rental unit,Private room,2,1,1,3,14,4.93,5,4.86,5,5,4.71,4.86,10.81431,59.91512,290.00,false,true
1,Gamle Oslo,Private room in rental unit,Private room,1,1,1,5,35,4.91,4.94,4.89,4.91,4.82,4.97,4.94,10.75225,59.9025,607.00,false,false
1,St. Hanshaugen,Private room in rental unit,Private room,2,1,1,1,30,4.9,4.9,4.93,4.93,4.97,4.9,4.9,10.75018,59.91955,795.00,true,false
1,Nordstrand,Entire rental unit,Entire home/apt,5,2,4,3,20,4.74,4.84,4.68,4.79,4.95,4.72,4.61,10.80287,59.88677,795.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,3,1,1,1,56,4.79,4.89,4.86,4.87,4.91,4.83,4.66,10.76161,59.91739,800.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,2,1,1,1,55,4.56,4.85,4.6,4.81,4.85,4.87,4.51,10.71559,59.9289,850.00,false,false
1,Sentrum,Entire rental unit,Entire home/apt,5,2,3,2,46,4.95,4.95,4.77,4.98,4.93,4.98,4.84,10.73055,59.91931,1000.00,false,false
1,Nordre Aker,Private room in rental unit,Private room,3,1,2,2,9,4.44,4.44,4.33,5,5,4.89,4.44,10.74719,59.96145,800.00,false,false
3,Gamle Oslo,Private room in rental unit,Private room,1,1,1,1,3,4.67,5,5,5,5,4.5,4.5,10.77714,59.91131,1100.00,false,false
3,Gamle Oslo,Private room in rental unit,Private room,2,1,1,1,2,5,4.5,5,5,5,5,5,10.77586,59.9134,1300.00,false,false
1,Gamle Oslo,Entire condominium (condo),Entire home/apt,5,2,3,7,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.78075,59.91472,742.00,false,false
2,Sagene,Private room in rental unit,Private room,1,1,1,2,12,4.83,4.92,4.75,4.67,4.75,4.58,4.75,10.76267,59.94142,400.00,false,false
1,Grünerløkka,Entire condominium (condo),Entire home/apt,3,1,1,3,4,5,5,5,5,5,4.5,5,10.77474,59.928,1900.00,false,false
1,Bjerke,Entire rental unit,Entire home/apt,4,2,2,2,7,5,5,5,5,5,5,5,10.84547,59.94229,1500.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,4,3,3,2,50,4.81,4.96,4.65,4.96,4.96,4.76,4.8,10.76009,59.93745,970.00,false,true
1,Grünerløkka,Entire rental unit,Entire home/apt,3,2,2,4,32,4.77,4.94,4.58,4.77,4.94,4.81,4.74,10.78988,59.9201,903.00,false,false
3,St. Hanshaugen,Entire rental unit,Entire home/apt,3,1,3,5,27,4.56,4.6,4.2,4.56,4.88,4.88,4.6,10.74906,59.91983,807.00,false,false
