host_total_listings_count,neighbourhood_cleansed,property_type,room_type,accommodates,bedrooms,beds,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,longitude,latitude,price,host_is_superhost,instant_bookable
1,Frogner,Entire rental unit,Entire home/apt,4,2,3,1,38,4.89,4.97,4.83,4.94,4.94,4.88,4.94,10.70563,59.91743,1143.00,false,false
1,Vestre Aker,Entire rental unit,Entire home/apt,4,3,4,2,14,4.86,4.86,4.71,5,5,4.71,4.71,10.63277,59.96185,1100.00,false,false
1,Ullern,Private room in villa,Private room,1,1,1,14,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.67488,59.93625,800.00,false,false
4,Frogner,Entire rental unit,Entire home/apt,2,2,1,2,30,4.17,4.57,4.57,4.73,4.6,4.8,4.43,10.7042,59.92058,950.00,false,true
4,Frogner,Entire rental unit,Entire home/apt,6,2,2,3,32,4.81,4.9,4.61,4.93,4.93,5,4.67,10.70545,59.91991,1490.00,false,true
1,Nordre Aker,Entire condominium (condo),Entire home/apt,5,2,3,4,1,5,5,5,5,5,5,5,10.736101,59.943111,1600.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,4,2,2,2,39,4.95,4.97,4.9,4.95,5,4.9,4.95,10.76454,59.91401,1023.00,true,false
2,St. Hanshaugen,Private room in loft,Private room,2,1,1,2,25,4.5,4.58,4.75,4.5,4.83,4.83,4.52,10.74066,59.91925,500.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,8,2,2,4,9,5,4.78,4.78,5,5,4.89,5,10.77375,59.93485,1293.00,false,false
0,Frogner,Entire condominium (condo),Entire home/apt,3,1,1,30,4,5,5,4.75,4.75,5,5,4.75,10.72268,59.92732,1300.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,3,1,1,6,25,4.92,4.96,4.96,4.84,5,4.88,4.88,10.71721,59.93407,939.00,true,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,3,82,4.88,4.91,4.89,4.95,4.91,4.89,4.94,10.73295,59.93051,652.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,4,1,2,16,3,4.33,4,5,5,5,5,5,10.72189,59.92125,652.00,false,false
2,Gamle Oslo,Entire loft,Entire home/apt,4,2,2,2,44,4.77,4.88,4.55,4.86,5,4.6,4.81,10.77465,59.90785,800.00,false,false
0,St. Hanshaugen,Private room in rental unit,Private room,2,1,1,2,19,4.95,4.89,5,4.89,5,4.95,4.84,10.74577,59.9239,800.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,2,2,2,13,4.67,4.75,4.25,5,5,4.5,4.5,10.76336,59.9223,1800.00,false,false
1,Grünerløkka,Entire condominium (condo),Entire home/apt,3,2,1,4,5,5,5,5,4.5,5,4.75,5,10.76391,59.9258,950.00,false,false
1,Vestre Aker,Entire rental unit,Entire home/apt,6,2,2,5,2,5,5,4.5,5,5,5,5,10.66161,59.94733,1000.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,3,2,1,30,3,5,5,4.67,5,5,4.67,5,10.74207,59.93469,800.00,false,false
1,Frogner,Private room in boat,Private room,4,2,4,1,2,5,5,5,5,5,5,5,10.72487,59.90875,1949.00,false,true
2,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,30,69,4.94,4.97,4.99,4.99,4.97,4.85,4.84,10.73939,59.93289,360.00,true,true
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,5,5,5,4.8,4.8,5,5,4.8,4.8,10.75058,59.92663,1200.00,false,false
1,Marka,Entire rental unit,Entire home/apt,4,1,4,2,303,4.7,4.88,4.56,4.91,4.87,4.64,4.77,10.85025,59.8343,506.00,false,false
1,Nordre Aker,Entire condominium (condo),Entire home/apt,4,2,3,2,14,4.86,4.92,4.79,4.92,4.92,4.77,4.92,10.79075,59.96363,680.00,false,false
2,Østensjø,Entire condominium (condo),Entire home/apt,1,1,4,5,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.82761,59.87729,650.00,false,false
2,Nordre Aker,Entire residential home,Entire home/apt,6,4,4,4,7,4.57,4.71,4.43,4.86,4.57,4.57,4.86,10.7592,59.95081,1400.00,false,false
2,Østensjø,Entire rental unit,Entire home/apt,4,2,2,5,20,4.85,5,4.95,4.9,4.95,4.7,4.8,10.82597,59.87701,800.00,false,false
1,Bjerke,Private room in rental unit,Private room,1,1,1,2,3,5,5,5,5,5,5,5,10.82343,59.93979,447.00,false,false
2,Grünerløkka,Private room in rental unit,Private room,2,1,1,1,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.77369,59.92529,390.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,2,2,2,6,4.2,5,4,5,5,4.2,4.6,10.78335,59.92142,650.00,false,true
1,Sagene,Entire condominium (condo),Entire home/apt,2,1,1,2,12,4.73,4.55,4.91,4.91,4.91,4.91,4.64,10.76249,59.94687,690.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,6,2,4,3,81,4.84,4.96,4.75,4.9,4.94,4.95,4.82,10.75515,59.92839,1500.00,true,true
1,Grünerløkka,Private room in rental unit,Private room,4,1,1,6,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.76219,59.9282,1133.00,false,false
5,Gamle Oslo,Shared room in rental unit,Shared room,1,1,1,1,1,4,4,5,5,5,5,3,10.76209,59.91154,1500.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,5,2,3,6,4,4.67,4.33,5,4.33,4.67,5,4.67,10.73331,59.93157,1423.00,false,false
1,Gamle Oslo,Private room in rental unit,Private room,2,1,1,2,14,4.93,4.93,5,5,5,4.93,4.71,10.77121,59.9113,770.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,3,123,4.85,4.92,4.87,4.88,4.96,4.83,4.8,10.75886,59.91521,800.00,true,false
1,Grünerløkka,Entire condominium (condo),Entire home/apt,3,1,2,5,3,4.67,4.67,3.67,4.67,5,4.67,4.33,10.7744,59.92318,736.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,2,1,1,7,1,5,5,5,5,5,5,5,10.7795,59.90832,420.00,false,false
0,Grünerløkka,Private room in condominium (condo),Private room,2,1,1,2,1,5,5,5,5,5,5,5,10.764482374548866,59.929159400558206,700.00,false,false
1,Grünerløkka,Entire condominium (condo),Entire home/apt,2,1,1,3,37,4.91,4.94,4.89,4.89,4.91,4.91,4.89,10.75143,59.92032,550.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,4,2,2,3,62,4.87,4.84,4.79,4.85,4.95,4.79,4.87,10.77095,59.90518,1190.00,false,true
1,Bjerke,Entire townhouse,Entire home/apt,6,3,5,5,3,5,5,5,5,5,5,5,10.80743,59.94501,849.00,false,true
0,St. Hanshaugen,Private room in rental unit,Private room,2,1,1,1,160,4.75,4.92,4.77,4.91,4.91,4.81,4.74,10.73068,59.93433,474.00,true,false
1,Nordre Aker,Entire townhouse,Entire home/apt,7,4,4,3,3,5,5,5,5,5,5,5,10.76779,59.96526,1400.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,2,1,1,3,33,4.88,4.91,4.88,4.94,4.88,4.67,4.85,10.76722,59.90669,784.00,false,false
2,Nordstrand,Entire condominium (condo),Entire home/apt,4,1,2,3,1,5,5,5,4,5,5,4,10.78707,59.84456,1250.00,false,false
1,Vestre Aker,Entire residential home,Entire home/apt,6,4,4,7,1,0,4.93,4.84,4.96,5,4.91,4.83,10.69774,59.95243,2000.00,false,false
1,Gamle Oslo,Private room in rental unit,Private room,4,2,2,7,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.7734,59.9081,1779.00,false,false
4,Frogner,Entire rental unit,Entire home/apt,4,1,2,2,233,4.71,4.82,4.84,4.96,4.97,4.93,4.69,10.71622,59.92554,450.00,false,true
1,Stovner,Entire residential home,Entire home/apt,4,2,1,2,2,4,4,4,4,4,4,4,10.90942,59.94688,1000.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,3,1,2,4,26,4.83,4.88,4.75,4.92,4.83,4.83,4.79,10.76636,59.90887,980.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,4,2,2,2,95,4.91,4.87,4.89,4.87,4.95,4.85,4.75,10.74659,59.92046,1033.00,true,false
1,Sagene,Entire rental unit,Entire home/apt,2,1,1,2,8,5,5,5,4.86,5,4.71,4.71,10.76151,59.93113,550.00,false,true
1,Grünerløkka,Entire rental unit,Entire home/apt,4,2,3,2,36,4.94,4.97,4.88,4.94,5,4.76,4.91,10.79065,59.93145,960.00,true,false
1,Frogner,Entire rental unit,Entire home/apt,3,1,1,3,22,5,5,4.95,5,5,5,4.86,10.7243,59.90929,2000.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,2,3,2,42,4.93,4.96,4.92,4.88,4.96,4.92,4.88,10.75414,59.92762,1100.00,true,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,6,2,2,7,1,4,5,3,5,5,5,5,10.7798,59.9137,900.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,2,4,6,16,4.8,5,4.53,4.71,4.86,4.86,4.79,10.76377,59.92482,1450.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,4,2,2,20,13,4.75,4.92,4.67,5,5,4.83,4.83,10.70945,59.93096,1000.00,false,false
3,Ullern,Entire rental unit,Entire home/apt,2,1,2,21,8,5,5,5,5,5,5,5,10.67842,59.92412,699.00,true,false
1,Sagene,Shared room in rental unit,Shared room,3,1,2,3,2,2,3,1,4,2,5,2,10.76718,59.94312,600.00,false,false
11,Grünerløkka,Entire rental unit,Entire home/apt,4,1,2,2,109,4.63,4.73,4.68,4.41,4.65,4.85,4.66,10.75184,59.91979,663.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,2,30,22,4.89,4.94,4.89,4.94,4.94,4.83,4.83,10.73625,59.92097,650.00,false,true
1,Frogner,Entire rental unit,Entire home/apt,4,2,2,2,116,4.7,4.9,4.62,4.91,4.95,4.97,4.73,10.72233,59.90987,1643.00,false,true
1,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,2,30,4.8,4.97,4.53,4.97,4.97,4.9,4.83,10.7522,59.91784,500.00,false,false
1,Grünerløkka,Entire condominium (condo),Entire home/apt,4,2,2,1,30,4.71,4.79,4.25,4.81,4.82,4.93,4.52,10.76137,59.92656,990.00,false,false
1,Sagene,Private room in rental unit,Private room,2,1,1,1,14,4.79,4.86,4.93,4.93,4.93,4.86,4.86,10.7581,59.93312,579.00,false,false
1,Sagene,Entire condominium (condo),Entire home/apt,4,1,1,1,18,4.94,5,4.94,5,5,4.94,4.89,10.76205,59.933075,743.00,true,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,2,1,1,3,12,4.83,4.83,4.92,4.83,5,4.92,4.75,10.77087,59.91407,606.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,4,2,3,2,2,5,5,5,5,5,5,5,10.80109,59.90874,800.00,false,false
2,Sentrum,Entire loft,Entire home/apt,2,1,1,1,32,4.97,4.97,4.93,4.97,5,5,4.86,10.74588,59.90938,1500.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,3,2,1,3,6,4.83,5,4.5,5,5,5,5,10.79297,59.92141,857.00,false,false
1,St. Hanshaugen,Entire condominium (condo),Entire home/apt,6,3,3,2,50,5,5,4.82,4.96,4.92,4.86,4.86,10.72794,59.93448,1506.00,true,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,3,1,1,3,3,5,5,5,5,5,5,5,10.73269,59.92856,600.00,false,false
2,Grünerløkka,Entire rental unit,Entire home/apt,4,2,2,2,7,5,5,4.71,4.57,4.57,5,4.86,10.75456,59.919624,1200.00,false,false
3,Ullern,Private room in rental unit,Private room,2,1,1,1,53,4.52,4.63,4.71,4.78,4.71,4.64,4.47,10.66608,59.91977,690.00,false,true
1,Grünerløkka,Private room in condominium (condo),Private room,2,1,2,3,111,4.93,4.95,4.98,4.97,4.94,4.99,4.86,10.76148,59.92631,437.00,true,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,1,1,1,5,1,1,1,1,1,1,1,10.75571,59.92409,682.00,false,true
1,Bjerke,Entire residential home,Entire home/apt,6,3,3,27,2,5,5,5,5,5,5,5,10.81223,59.94647,700.00,false,true
1,Nordre Aker,Entire condominium (condo),Entire home/apt,5,3,3,5,8,4.86,4.86,5,5,5,4.86,4.57,10.7824,59.94732,1250.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,6,2,3,3,24,4.83,4.75,4.83,4.92,4.96,5,4.79,10.71787,59.91259,2071.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,3,1,1,5,1,0,4.93,4.84,4.96,5,4.91,4.83,10.7878,59.90538,500.00,false,false
1,St. Hanshaugen,Private room in rental unit,Private room,1,1,1,1,6,4.5,4.67,4,4.67,4.67,4.83,4.5,10.74587,59.92762,350.00,false,false
2,Nordre Aker,Entire rental unit,Entire home/apt,6,3,3,3,12,4.88,4.88,4.88,4.88,5,4.25,4.88,10.77343,59.96273,1800.00,false,false
1,Grünerløkka,Entire condominium (condo),Entire home/apt,3,1,1,2,12,4.75,5,4.83,5,5,4.75,4.75,10.78315,59.93303,1014.00,false,false
2,St. Hanshaugen,Entire condominium (condo),Entire home/apt,3,2,2,6,3,5,5,5,5,5,5,5,10.73355,59.93134,900.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,18,4,4.75,5,4.5,5,5,5,4.75,10.76499,59.9239,880.00,false,true
1,Gamle Oslo,Entire rental unit,Entire home/apt,4,2,2,3,11,4.78,4.78,4.11,5,5,4.89,4.78,10.77117,59.90373,1100.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,2,1,1,5,5,4.8,4.8,5,4.8,5,5,5,10.72578,59.92735,950.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,4,2,2,3,33,4.83,4.9,4.93,4.93,4.9,4.9,4.8,10.76708,59.93717,1364.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,4,1,2,2,19,4.63,4.63,4.26,4.95,4.68,4.84,4.84,10.77815,59.94331,699.00,false,false
1,Grünerløkka,Private room in rental unit,Private room,2,1,1,3,95,4.84,4.88,4.79,4.87,4.92,4.74,4.79,10.77512,59.92397,390.00,false,false
1,Frogner,Private room in condominium (condo),Private room,1,1,1,1,197,4.65,4.82,4.72,4.71,4.86,4.92,4.78,10.71707,59.92758,400.00,false,true
1,Grünerløkka,Entire rental unit,Entire home/apt,5,2,2,3,33,4.75,4.77,4.66,4.67,4.9,4.97,4.63,10.75605,59.92435,1100.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,3,1,3,6,26,4.96,4.92,4.75,5,4.96,5,4.96,10.77882,59.93882,907.00,true,false
1,Grünerløkka,Entire rental unit,Entire home/apt,6,1,1,1,23,4.87,4.87,4.7,4.83,5,4.91,4.74,10.75273,59.9187,422.00,true,false
1,Sagene,Entire condominium (condo),Entire home/apt,2,1,1,5,23,5,5,5,4.91,5,5,4.91,10.76971,59.94693,804.00,true,false
1,Sagene,Private room in rental unit,Private room,3,1,1,2,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.76168,59.93443,900.00,false,false
2,Frogner,Entire rental unit,Entire home/apt,2,1,2,5,38,4.65,4.86,4.86,4.92,5,4.97,4.47,10.72767,59.9243,750.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,2,21,4.95,4.95,4.9,5,4.95,4.71,4.86,10.72857,59.93528,800.00,false,false
1,Nordstrand,Entire rental unit,Entire home/apt,4,1,1,2,68,4.85,4.9,4.91,4.97,4.95,4.73,4.8,10.80432,59.87477,500.00,true,false
0,Nordstrand,Entire condominium (condo),Entire home/apt,4,3,3,30,1,5,4,5,5,5,5,5,10.78749,59.85242,1400.00,false,true
1,Grorud,Entire residential home,Entire home/apt,6,3,5,4,11,4.9,4.9,5,5,5,4.8,5,10.88318,59.95865,1350.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,2,26,4.96,4.96,4.92,4.92,4.96,4.92,4.96,10.77926,59.92493,376.00,false,false
2,Grünerløkka,Entire rental unit,Entire home/apt,3,1,2,3,81,4.72,4.73,4.67,4.88,4.96,4.87,4.71,10.7512,59.92776,976.00,false,false
2,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,1,22,4.52,4.52,3.86,4.86,4.86,4.71,4.48,10.74055,59.92294,493.00,false,false
5,Gamle Oslo,Entire residential home,Entire home/apt,4,2,4,5,46,4.89,4.89,4.65,4.98,4.98,4.98,4.8,10.77734,59.90129,1400.00,false,false
3,Frogner,Private room in rental unit,Private room,2,1,1,2,10,4.6,4.6,4.6,4.67,4.67,4.78,4.56,10.72332,59.92693,1099.00,false,false
1,Sagene,Private room in rental unit,Private room,1,1,1,1,5,4.5,5,4.25,4.75,4.75,4.75,5,10.7724,59.94505,815.00,false,false
2,Nordre Aker,Entire condominium (condo),Entire home/apt,4,2,2,7,5,5,5,5,5,5,5,5,10.79637,59.95034,1199.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,2,1,1,3,16,4.93,5,4.8,5,5,4.87,4.87,10.72278,59.91222,400.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,3,2,2,2,34,4.85,4.97,4.53,5,5,4.94,4.91,10.72604,59.93127,730.00,true,false
1,Frogner,Entire rental unit,Entire home/apt,2,1,1,3,12,4.91,4.82,5,5,5,5,4.91,10.71112,59.91614,786.00,true,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,2,120,4.73,4.89,4.56,4.91,4.96,4.9,4.79,10.73396,59.92327,1657.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,3,1,2,1,15,4.8,4.8,4.8,4.93,5,5,5,10.76075,59.92081,1257.00,true,true
2,Ullern,Entire condominium (condo),Entire home/apt,4,2,2,2,6,4.83,5,4.67,5,5,4.83,4.83,10.67523,59.9272,1000.00,false,false
1,Vestre Aker,Entire townhouse,Entire home/apt,7,2,4,3,14,5,4.92,5,5,5,5,5,10.6487,59.94428,900.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,3,2,2,2,7,5,5,4.86,5,5,5,5,10.75372,59.90161,800.00,false,false
1,Ullern,Entire rental unit,Entire home/apt,1,2,2,2,2,5,5,5,5,5,4.5,5,10.65535,59.92877,1500.00,false,false
2,Sagene,Private room in rental unit,Private room,2,1,2,2,42,4.98,5,4.98,4.98,5,4.88,4.93,10.75367,59.93545,540.00,true,false
5,Østensjø,Private room in condominium (condo),Private room,2,1,1,1,36,4.61,4.67,4.33,4.86,4.86,4.33,4.56,10.84377,59.88127,599.00,false,false
2,Sagene,Entire rental unit,Entire home/apt,5,2,3,2,15,4.93,5,4.93,4.93,5,4.8,4.93,10.75316,59.93749,1180.00,true,false
4,Grünerløkka,Entire rental unit,Entire home/apt,4,1,1,3,4,5,5,5,5,5,5,5,10.75655,59.92125,901.00,false,false
1,Søndre Nordstrand,Entire rental unit,Entire home/apt,3,1,2,3,158,4.9,4.94,4.92,4.98,4.97,4.69,4.89,10.80606,59.84728,470.00,true,true
2,Grünerløkka,Entire condominium (condo),Entire home/apt,2,1,2,1,38,4.86,4.83,4.69,4.89,4.97,4.94,4.77,10.76529,59.92683,650.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,3,2,2,2,55,4.89,4.96,4.98,4.96,4.98,4.71,4.9,10.77441,59.90865,1018.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,3,1,1,1,36,4.89,4.92,4.83,4.86,4.97,4.97,4.72,10.74183,59.92016,690.00,false,false
1,Alna,Private room in rental unit,Private room,2,1,1,2,59,4.86,4.9,4.83,4.95,4.95,4.62,4.74,10.80961,59.91617,600.00,true,false
2,Sentrum,Entire loft,Entire home/apt,2,1,1,2,248,4.57,4.82,4.55,4.71,4.83,4.95,4.65,10.74458,59.91038,690.00,false,false
1,Grünerløkka,Entire condominium (condo),Entire home/apt,2,1,1,2,4,5,4.67,4.33,4.67,4.67,4.67,4.67,10.75803,59.92691,1200.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,5,2,2,3,23,4.91,4.95,4.73,4.91,5,4.82,4.95,10.73336,59.9313,1000.00,true,false
5,Østensjø,Private room in rental unit,Private room,2,1,1,1,62,4.84,4.89,4.71,4.94,4.98,4.74,4.79,10.84542,59.88093,469.00,false,false
0,Nordre Aker,Entire townhouse,Entire home/apt,6,2,2,21,24,4.79,4.88,4.92,4.96,4.96,4.63,4.71,10.80096,59.9494,600.00,false,true
5,Østensjø,Private room in condominium (condo),Private room,2,1,1,1,67,4.81,4.87,4.66,4.94,4.93,4.64,4.85,10.84533,59.88355,550.00,false,false
5,Østensjø,Entire rental unit,Entire home/apt,7,3,3,1,5,4.4,4.8,4.2,4.8,4.8,4.8,4.8,10.84574,59.88146,1400.00,false,true
1,Grünerløkka,Entire condominium (condo),Entire home/apt,4,2,2,3,14,5,5,4.93,4.93,5,4.86,4.93,10.78724,59.92176,1800.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,5,2,2,3,74,4.78,4.74,4.74,4.74,4.84,4.85,4.72,10.73146,59.92032,1043.00,false,false
3,Frogner,Entire rental unit,Entire home/apt,2,1,1,7,3,3.5,2.5,2.5,3.5,3.5,4.5,4,10.70705,59.91796,800.00,false,false
1,Grünerløkka,Private room in rental unit,Private room,2,1,1,3,75,4.95,4.96,4.91,4.96,4.97,4.8,4.89,10.8016,59.93225,802.00,false,false
1,Grünerløkka,Private room in rental unit,Private room,2,1,1,2,1,0,4.93,4.84,4.96,5,4.91,4.83,10.75645,59.9253,1000.00,false,false
1,Søndre Nordstrand,Private room in rental unit,Private room,2,1,1,2,20,5,4.89,4.89,5,5,4.63,4.89,10.80153,59.82751,350.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,3,1,1,3,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.75776,59.93894,1500.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,3,1,1,2,1,0,4.93,4.84,4.96,5,4.91,4.83,10.75809,59.93738,1000.00,false,false
4,Gamle Oslo,Private room in loft,Private room,6,1,3,1,16,4.94,4.81,5,5,5,4.94,4.88,10.76573,59.91372,1428.00,true,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,3,2,4,5,5,5,5,4.8,5,4.8,5,10.7686,59.92513,1500.00,false,false
1,Vestre Aker,Entire rental unit,Entire home/apt,2,1,1,30,17,4.71,4.71,4.59,5,4.94,4.65,4.76,10.68899,59.95755,649.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,3,7,4.86,4.86,4.71,5,5,4.86,4.71,10.76521,59.92915,700.00,false,false
2,Frogner,Entire rental unit,Entire home/apt,2,1,1,3,43,4.69,4.74,4.79,4.9,4.86,4.95,4.71,10.72507,59.91442,565.00,false,true
1,St. Hanshaugen,Entire rental unit,Entire home/apt,4,1,2,2,92,4.95,4.9,4.74,4.87,4.95,4.84,4.9,10.74564,59.92921,993.00,true,false
2,Gamle Oslo,Entire rental unit,Entire home/apt,5,2,2,3,5,4.8,4.8,4.4,5,4.8,4.6,4.8,10.78362,59.91112,600.00,false,false
1,Sentrum,Entire rental unit,Entire home/apt,6,2,2,1,66,4.63,4.78,4.67,4.73,4.83,4.95,4.57,10.74303,59.91044,1776.00,false,false
1,Grünerløkka,Private room in rental unit,Private room,2,1,1,2,398,4.76,4.91,4.81,4.9,4.9,4.79,4.76,10.77562,59.92558,450.00,true,true
0,Frogner,Entire condominium (condo),Entire home/apt,2,1,1,15,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.733605928031817,59.921085393519064,560.00,false,true
2,Sagene,Entire rental unit,Entire home/apt,4,2,2,1,9,4.56,4.67,4.33,4.67,4.89,4.89,4.56,10.76256,59.93905,950.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,5,3,6,3,16,4.92,5,4.85,4.85,5,5,4.92,10.72598,59.93154,1743.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,2,1,1,2,98,4.76,4.94,4.84,4.87,4.97,4.97,4.68,10.72131,59.91393,756.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,7,34,4.76,4.79,4.53,4.94,5,4.94,4.76,10.75291,59.92883,590.00,false,true
2,St. Hanshaugen,Entire rental unit,Entire home/apt,3,3,3,3,6,5,5,4.67,5,5,4.67,5,10.73671,59.93108,1303.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,2,2,197,4.76,4.89,4.76,4.91,4.96,4.9,4.8,10.7316,59.9261,675.00,false,true
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,14,43,4.86,4.93,4.91,4.86,5,4.88,4.84,10.75681,59.91643,599.00,true,true
4,Frogner,Entire rental unit,Entire home/apt,3,1,1,2,28,4.96,4.78,4.74,4.74,4.93,5,4.89,10.72595,59.91111,1950.00,false,false
2,Grünerløkka,Private room in rental unit,Private room,2,1,1,1,40,4.95,4.88,4.95,4.93,4.93,4.9,4.85,10.75872,59.92792,450.00,true,false
2,Nordre Aker,Entire townhouse,Entire home/apt,5,4,4,2,8,4.83,5,4.83,4.83,4.83,4.67,4.67,10.77817,59.96197,1500.00,true,false
2,Nordre Aker,Private room in townhouse,Private room,1,1,1,1,24,5,4.96,5,4.96,5,4.96,4.92,10.7785,59.95986,420.00,true,false
1,Sagene,Entire rental unit,Entire home/apt,2,1,1,10,14,4.93,4.93,4.93,5,5,4.93,4.79,10.75461,59.93519,950.00,false,false
2,Grünerløkka,Entire rental unit,Entire home/apt,3,1,2,4,8,4.86,5,4.71,4.86,4.43,4.86,4.86,10.75849,59.92439,754.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,2,1,1,5,17,4.67,4.87,4.67,4.8,4.8,4.87,4.8,10.77601,59.9386,499.00,false,false
4,Gamle Oslo,Private room in rental unit,Private room,2,1,1,3,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.76249,59.91383,400.00,false,false
1,Ullern,Entire rental unit,Entire home/apt,3,2,2,3,16,4.94,5,4.63,5,5,5,4.94,10.67931,59.92088,1075.00,false,true
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,4,10,4.89,4.89,5,5,5,4.89,4.89,10.77564,59.92858,916.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,2,1,1,2,151,4.61,4.78,4.68,4.92,4.96,4.91,4.52,10.72579,59.92184,791.00,true,true
1,Gamle Oslo,Entire condominium (condo),Entire home/apt,3,1,1,3,16,4.86,4.86,4.64,4.93,4.93,4.79,4.79,10.76879,59.9141,850.00,false,false
1,St. Hanshaugen,Entire condominium (condo),Entire home/apt,4,1,2,3,67,4.94,4.97,4.97,4.91,4.94,4.76,4.82,10.74766,59.93192,725.00,true,false
4,Grünerløkka,Private room in rental unit,Private room,1,1,1,3,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.75806,59.92135,480.00,false,false
2,St. Hanshaugen,Private room in rental unit,Private room,1,1,1,1,51,4.98,4.96,4.94,4.96,5,4.98,4.96,10.75558,59.91547,250.00,true,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,4,2,2,2,64,4.85,4.89,4.77,4.73,4.84,4.74,4.82,10.74745,59.92407,700.00,true,true
0,Gamle Oslo,Entire condominium (condo),Entire home/apt,2,1,1,4,2,5,5,5,5,5,5,5,10.76185,59.9145,553.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,4,2,3,6,3,5,5,5,5,5,5,4.67,10.73042,59.92637,1999.00,false,false
